PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
275,1,3,"Healy, Miss. Hanora ""Nora""",female,28.0,0,0,370375,7.75,,Queenstone
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63.0,1,0,13502,77.9583,D7,Southampton
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45.0,0,0,347073,7.75,,Southampton
278,0,2,"Parkes, Mr. Francis ""Frank""",male,31.0,0,0,239853,0.0,,Southampton
279,0,3,"Rice, Master. Eric",male,7.0,4,1,382652,29.125,,Queenstone
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35.0,1,1,C.A. 2673,20.25,,Southampton
281,0,3,"Duane, Mr. Frank",male,65.0,0,0,336439,7.75,,Queenstone
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28.0,0,0,347464,7.8542,,Southampton
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16.0,0,0,345778,9.5,,Southampton
284,1,3,"Dorking, Mr. Edward Arthur",male,19.0,0,0,A/5. 10482,8.05,,Southampton
285,0,1,"Smith, Mr. Richard William",male,31.0,0,0,113056,26.0,A19,Southampton
286,0,3,"Stankovic, Mr. Ivan",male,33.0,0,0,349239,8.6625,,Cherbourg
287,1,3,"de Mulder, Mr. Theodore",male,30.0,0,0,345774,9.5,,Southampton
288,0,3,"Naidenoff, Mr. Penko",male,22.0,0,0,349206,7.8958,,Southampton
289,1,2,"Hosono, Mr. Masabumi",male,42.0,0,0,237798,13.0,,Southampton
290,1,3,"Connolly, Miss. Kate",female,22.0,0,0,370373,7.75,,Queenstone
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26.0,0,0,19877,78.85,,Southampton
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19.0,1,0,11967,91.0792,B49,Cherbourg
293,0,2,"Levy, Mr. Rene Jacques",male,36.0,0,0,SC/Paris 2163,12.875,D,Cherbourg
294,0,3,"Haas, Miss. Aloisia",female,24.0,0,0,349236,8.85,,Southampton
295,0,3,"Mineff, Mr. Ivan",male,24.0,0,0,349233,7.8958,,Southampton
296,0,1,"Lewy, Mr. Ervin G",male,31.0,0,0,PC 17612,27.7208,,Cherbourg
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,Cherbourg
298,0,1,"Allison, Miss. Helen Loraine",female,2.0,1,2,113781,151.55,C22 C26,Southampton
299,1,1,"Saalfeld, Mr. Adolphe",male,31.0,0,0,19988,30.5,C106,Southampton
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50.0,0,1,PC 17558,247.5208,B58 B60,Cherbourg
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,28.0,0,0,9234,7.75,,Queenstone
302,1,3,"McCoy, Mr. Bernard",male,31.0,2,0,367226,23.25,,Queenstone
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19.0,0,0,LINE,0.0,,Southampton
304,1,2,"Keane, Miss. Nora A",female,28.0,0,0,226593,12.35,E101,Queenstone
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,31.0,0,0,A/5 2466,8.05,,Southampton
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,Southampton
307,1,1,"Fleming, Miss. Margaret",female,28.0,0,0,17421,110.8833,,Cherbourg
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17.0,1,0,PC 17758,108.9,C65,Cherbourg
309,0,2,"Abelson, Mr. Samuel",male,30.0,1,0,P/PP 3381,24.0,,Cherbourg
310,1,1,"Francatelli, Miss. Laura Mabel",female,30.0,0,0,PC 17485,56.9292,E36,Cherbourg
311,1,1,"Hays, Miss. Margaret Bechstein",female,24.0,0,0,11767,83.1583,C54,Cherbourg
312,1,1,"Ryerson, Miss. Emily Borie",female,18.0,2,2,PC 17608,262.375,B57 B59 B63 B66,Cherbourg
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26.0,1,1,250651,26.0,,Southampton
314,0,3,"Hendekovic, Mr. Ignjac",male,28.0,0,0,349243,7.8958,,Southampton
315,0,2,"Hart, Mr. Benjamin",male,43.0,1,1,F.C.C. 13529,26.25,,Southampton
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26.0,0,0,347470,7.8542,,Southampton
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24.0,1,0,244367,26.0,,Southampton
318,0,2,"Moraweck, Dr. Ernest",male,54.0,0,0,29011,14.0,,Southampton
319,1,1,"Wick, Miss. Mary Natalie",female,31.0,0,2,36928,164.8667,C7,Southampton
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40.0,1,1,16966,134.5,E34,Cherbourg
321,0,3,"Dennis, Mr. Samuel",male,22.0,0,0,A/5 21172,7.25,,Southampton
322,0,3,"Danoff, Mr. Yoto",male,27.0,0,0,349219,7.8958,,Southampton
323,1,2,"Slayter, Miss. Hilda Mary",female,30.0,0,0,234818,12.35,,Queenstone
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22.0,1,1,248738,29.0,,Southampton
325,0,3,"Sage, Mr. George John Jr",male,31.0,8,2,CA. 2343,69.55,,Southampton
326,1,1,"Young, Miss. Marie Grice",female,36.0,0,0,PC 17760,135.6333,C32,Cherbourg
327,0,3,"Nysveen, Mr. Johan Hansen",male,61.0,0,0,345364,6.2375,,Southampton
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36.0,0,0,28551,13.0,D,Southampton
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31.0,1,1,363291,20.525,,Southampton
330,1,1,"Hippach, Miss. Jean Gertrude",female,16.0,0,1,111361,57.9792,B18,Cherbourg
331,1,3,"McCoy, Miss. Agnes",female,28.0,2,0,367226,23.25,,Queenstone
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,Southampton
333,0,1,"Graham, Mr. George Edward",male,38.0,0,1,PC 17582,153.4625,C91,Southampton
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16.0,2,0,345764,18.0,,Southampton
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,28.0,1,0,PC 17611,133.65,,Southampton
336,0,3,"Denkoff, Mr. Mitto",male,31.0,0,0,349225,7.8958,,Southampton
337,0,1,"Pears, Mr. Thomas Clinton",male,29.0,1,0,113776,66.6,C2,Southampton
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41.0,0,0,16966,134.5,E40,Cherbourg
339,1,3,"Dahl, Mr. Karl Edwart",male,45.0,0,0,7598,8.05,,Southampton
340,0,1,"Blackwell, Mr. Stephen Weart",male,45.0,0,0,113784,35.5,T,Southampton
341,1,2,"Navratil, Master. Edmond Roger",male,2.0,1,1,230080,26.0,F2,Southampton
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24.0,3,2,19950,263.0,C23 C25 C27,Southampton
343,0,2,"Collander, Mr. Erik Gustaf",male,28.0,0,0,248740,13.0,,Southampton
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25.0,0,0,244361,13.0,,Southampton
345,0,2,"Fox, Mr. Stanley Hubert",male,36.0,0,0,229236,13.0,,Southampton
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24.0,0,0,248733,13.0,F33,Southampton
347,1,2,"Smith, Miss. Marion Elsie",female,40.0,0,0,31418,13.0,,Southampton
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,28.0,1,0,386525,16.1,,Southampton
349,1,3,"Coutts, Master. William Loch ""William""",male,3.0,1,1,C.A. 37671,15.9,,Southampton
350,0,3,"Dimic, Mr. Jovan",male,42.0,0,0,315088,8.6625,,Southampton
351,0,3,"Odahl, Mr. Nils Martin",male,23.0,0,0,7267,9.225,,Southampton
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,31.0,0,0,113510,35.0,C128,Southampton
353,0,3,"Elias, Mr. Tannous",male,15.0,1,1,2695,7.2292,,Cherbourg
354,0,3,"Arnold-Franchi, Mr. Josef",male,25.0,1,0,349237,17.8,,Southampton
355,0,3,"Yousif, Mr. Wazli",male,31.0,0,0,2647,7.225,,Cherbourg
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28.0,0,0,345783,9.5,,Southampton
357,1,1,"Bowerman, Miss. Elsie Edith",female,22.0,0,1,113505,55.0,E33,Southampton
358,0,2,"Funk, Miss. Annie Clemmer",female,38.0,0,0,237671,13.0,,Southampton
359,1,3,"McGovern, Miss. Mary",female,28.0,0,0,330931,7.8792,,Queenstone
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,28.0,0,0,330980,7.8792,,Queenstone
361,0,3,"Skoog, Mr. Wilhelm",male,40.0,1,4,347088,27.9,,Southampton
362,0,2,"del Carlo, Mr. Sebastiano",male,29.0,1,0,SC/PARIS 2167,27.7208,,Cherbourg
363,0,3,"Barbara, Mrs. (Catherine David)",female,45.0,0,1,2691,14.4542,,Cherbourg
364,0,3,"Asim, Mr. Adola",male,35.0,0,0,SOTON/O.Q. 3101310,7.05,,Southampton
365,0,3,"O'Brien, Mr. Thomas",male,31.0,1,0,370365,15.5,,Queenstone
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30.0,0,0,C 7076,7.25,,Southampton
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60.0,1,0,110813,75.25,D37,Cherbourg
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,28.0,0,0,2626,7.2292,,Cherbourg
369,1,3,"Jermyn, Miss. Annie",female,28.0,0,0,14313,7.75,,Queenstone
370,1,1,"Aubart, Mme. Leontine Pauline",female,24.0,0,0,PC 17477,69.3,B35,Cherbourg
371,1,1,"Harder, Mr. George Achilles",male,25.0,1,0,11765,55.4417,E50,Cherbourg
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18.0,1,0,3101267,6.4958,,Southampton
373,0,3,"Beavan, Mr. William Thomas",male,19.0,0,0,323951,8.05,,Southampton
374,0,1,"Ringhini, Mr. Sante",male,22.0,0,0,PC 17760,135.6333,,Cherbourg
375,0,3,"Palsson, Miss. Stina Viola",female,3.0,3,1,349909,21.075,,Southampton
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,28.0,1,0,PC 17604,82.1708,,Cherbourg
377,1,3,"Landergren, Miss. Aurora Adelia",female,22.0,0,0,C 7077,7.25,,Southampton
378,0,1,"Widener, Mr. Harry Elkins",male,27.0,0,2,113503,211.5,C82,Cherbourg
379,0,3,"Betros, Mr. Tannous",male,20.0,0,0,2648,4.0125,,Cherbourg
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19.0,0,0,347069,7.775,,Southampton
381,1,1,"Bidois, Miss. Rosalie",female,42.0,0,0,PC 17757,227.525,,Cherbourg
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1.0,0,2,2653,15.7417,,Cherbourg
383,0,3,"Tikkanen, Mr. Juho",male,32.0,0,0,STON/O 2. 3101293,7.925,,Southampton
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35.0,1,0,113789,52.0,,Southampton
385,0,3,"Plotcharsky, Mr. Vasil",male,31.0,0,0,349227,7.8958,,Southampton
386,0,2,"Davies, Mr. Charles Henry",male,18.0,0,0,S.O.C. 14879,73.5,,Southampton
387,0,3,"Goodwin, Master. Sidney Leonard",male,1.0,5,2,CA 2144,46.9,,Southampton
388,1,2,"Buss, Miss. Kate",female,36.0,0,0,27849,13.0,,Southampton
389,0,3,"Sadlier, Mr. Matthew",male,31.0,0,0,367655,7.7292,,Queenstone
390,1,2,"Lehmann, Miss. Bertha",female,17.0,0,0,SC 1748,12.0,,Cherbourg
391,1,1,"Carter, Mr. William Ernest",male,36.0,1,2,113760,120.0,B96 B98,Southampton
392,1,3,"Jansson, Mr. Carl Olof",male,21.0,0,0,350034,7.7958,,Southampton
393,0,3,"Gustafsson, Mr. Johan Birger",male,28.0,2,0,3101277,7.925,,Southampton
394,1,1,"Newell, Miss. Marjorie",female,23.0,1,0,35273,113.275,D36,Cherbourg
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24.0,0,2,PP 9549,16.7,G6,Southampton
396,0,3,"Johansson, Mr. Erik",male,22.0,0,0,350052,7.7958,,Southampton
397,0,3,"Olsson, Miss. Elina",female,31.0,0,0,350407,7.8542,,Southampton
398,0,2,"McKane, Mr. Peter David",male,46.0,0,0,28403,26.0,,Southampton
399,0,2,"Pain, Dr. Alfred",male,23.0,0,0,244278,10.5,,Southampton
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28.0,0,0,240929,12.65,,Southampton
401,1,3,"Niskanen, Mr. Juha",male,39.0,0,0,STON/O 2. 3101289,7.925,,Southampton
402,0,3,"Adams, Mr. John",male,26.0,0,0,341826,8.05,,Southampton
403,0,3,"Jussila, Miss. Mari Aina",female,21.0,1,0,4137,9.825,,Southampton
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28.0,1,0,STON/O2. 3101279,15.85,,Southampton
405,0,3,"Oreskovic, Miss. Marija",female,20.0,0,0,315096,8.6625,,Southampton
406,0,2,"Gale, Mr. Shadrach",male,34.0,1,0,28664,21.0,,Southampton
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51.0,0,0,347064,7.75,,Southampton
408,1,2,"Richards, Master. William Rowe",male,3.0,1,1,29106,18.75,,Southampton
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21.0,0,0,312992,7.775,,Southampton
410,0,3,"Lefebre, Miss. Ida",female,28.0,3,1,4133,25.4667,,Southampton
411,0,3,"Sdycoff, Mr. Todor",male,31.0,0,0,349222,7.8958,,Southampton
412,0,3,"Hart, Mr. Henry",male,31.0,0,0,394140,6.8583,,Queenstone
413,1,1,"Minahan, Miss. Daisy E",female,33.0,1,0,19928,90.0,C78,Queenstone
414,0,2,"Cunningham, Mr. Alfred Fleming",male,31.0,0,0,239853,0.0,,Southampton
415,1,3,"Sundman, Mr. Johan Julian",male,44.0,0,0,STON/O 2. 3101269,7.925,,Southampton
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,28.0,0,0,343095,8.05,,Southampton
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34.0,1,1,28220,32.5,,Southampton
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18.0,0,2,250652,13.0,,Southampton
419,0,2,"Matthews, Mr. William John",male,30.0,0,0,28228,13.0,,Southampton
420,0,3,"Van Impe, Miss. Catharina",female,10.0,0,2,345773,24.15,,Southampton
421,0,3,"Gheorgheff, Mr. Stanio",male,31.0,0,0,349254,7.8958,,Cherbourg
422,0,3,"Charters, Mr. David",male,21.0,0,0,A/5. 13032,7.7333,,Queenstone
423,0,3,"Zimmerman, Mr. Leo",male,29.0,0,0,315082,7.875,,Southampton
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28.0,1,1,347080,14.4,,Southampton
425,0,3,"Rosblom, Mr. Viktor Richard",male,18.0,1,1,370129,20.2125,,Southampton
426,0,3,"Wiseman, Mr. Phillippe",male,31.0,0,0,A/4. 34244,7.25,,Southampton
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28.0,1,0,2003,26.0,,Southampton
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19.0,0,0,250655,26.0,,Southampton
429,0,3,"Flynn, Mr. James",male,31.0,0,0,364851,7.75,,Queenstone
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32.0,0,0,SOTON/O.Q. 392078,8.05,E10,Southampton
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28.0,0,0,110564,26.55,C52,Southampton
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,28.0,1,0,376564,16.1,,Southampton
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42.0,1,0,SC/AH 3085,26.0,,Southampton
434,0,3,"Kallio, Mr. Nikolai Erland",male,17.0,0,0,STON/O 2. 3101274,7.125,,Southampton
435,0,1,"Silvey, Mr. William Baird",male,50.0,1,0,13507,55.9,E44,Southampton
436,1,1,"Carter, Miss. Lucile Polk",female,14.0,1,2,113760,120.0,B96 B98,Southampton
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21.0,2,2,W./C. 6608,34.375,,Southampton
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24.0,2,3,29106,18.75,,Southampton
439,0,1,"Fortune, Mr. Mark",male,64.0,1,4,19950,263.0,C23 C25 C27,Southampton
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31.0,0,0,C.A. 18723,10.5,,Southampton
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45.0,1,1,F.C.C. 13529,26.25,,Southampton
442,0,3,"Hampe, Mr. Leon",male,20.0,0,0,345769,9.5,,Southampton
443,0,3,"Petterson, Mr. Johan Emil",male,25.0,1,0,347076,7.775,,Southampton
444,1,2,"Reynaldo, Ms. Encarnacion",female,28.0,0,0,230434,13.0,,Southampton
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,31.0,0,0,65306,8.1125,,Southampton
446,1,1,"Dodge, Master. Washington",male,4.0,0,2,33638,81.8583,A34,Southampton
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13.0,0,1,250644,19.5,,Southampton
448,1,1,"Seward, Mr. Frederic Kimber",male,34.0,0,0,113794,26.55,,Southampton
449,1,3,"Baclini, Miss. Marie Catherine",female,5.0,2,1,2666,19.2583,,Cherbourg
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52.0,0,0,113786,30.5,C104,Southampton
451,0,2,"West, Mr. Edwy Arthur",male,36.0,1,2,C.A. 34651,27.75,,Southampton
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,31.0,1,0,65303,19.9667,,Southampton
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30.0,0,0,113051,27.75,C111,Cherbourg
454,1,1,"Goldenberg, Mr. Samuel L",male,49.0,1,0,17453,89.1042,C92,Cherbourg
455,0,3,"Peduzzi, Mr. Joseph",male,31.0,0,0,A/5 2817,8.05,,Southampton
456,1,3,"Jalsevac, Mr. Ivan",male,29.0,0,0,349240,7.8958,,Cherbourg
457,0,1,"Millet, Mr. Francis Davis",male,65.0,0,0,13509,26.55,E38,Southampton
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,28.0,1,0,17464,51.8625,D21,Southampton
459,1,2,"Toomey, Miss. Ellen",female,50.0,0,0,F.C.C. 13531,10.5,,Southampton
460,0,3,"O'Connor, Mr. Maurice",male,31.0,0,0,371060,7.75,,Queenstone
461,1,1,"Anderson, Mr. Harry",male,48.0,0,0,19952,26.55,E12,Southampton
462,0,3,"Morley, Mr. William",male,34.0,0,0,364506,8.05,,Southampton
463,0,1,"Gee, Mr. Arthur H",male,47.0,0,0,111320,38.5,E63,Southampton
464,0,2,"Milling, Mr. Jacob Christian",male,48.0,0,0,234360,13.0,,Southampton
465,0,3,"Maisner, Mr. Simon",male,31.0,0,0,A/S 2816,8.05,,Southampton
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38.0,0,0,SOTON/O.Q. 3101306,7.05,,Southampton
467,0,2,"Campbell, Mr. William",male,31.0,0,0,239853,0.0,,Southampton
468,0,1,"Smart, Mr. John Montgomery",male,56.0,0,0,113792,26.55,,Southampton
469,0,3,"Scanlan, Mr. James",male,31.0,0,0,36209,7.725,,Queenstone
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,Cherbourg
471,0,3,"Keefe, Mr. Arthur",male,31.0,0,0,323592,7.25,,Southampton
472,0,3,"Cacic, Mr. Luka",male,38.0,0,0,315089,8.6625,,Southampton
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33.0,1,2,C.A. 34651,27.75,,Southampton
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23.0,0,0,SC/AH Basle 541,13.7917,D,Cherbourg
475,0,3,"Strandberg, Miss. Ida Sofia",female,22.0,0,0,7553,9.8375,,Southampton
476,0,1,"Clifford, Mr. George Quincy",male,31.0,0,0,110465,52.0,A14,Southampton
477,0,2,"Renouf, Mr. Peter Henry",male,34.0,1,0,31027,21.0,,Southampton
478,0,3,"Braund, Mr. Lewis Richard",male,29.0,1,0,3460,7.0458,,Southampton
479,0,3,"Karlsson, Mr. Nils August",male,22.0,0,0,350060,7.5208,,Southampton
480,1,3,"Hirvonen, Miss. Hildur E",female,2.0,0,1,3101298,12.2875,,Southampton
481,0,3,"Goodwin, Master. Harold Victor",male,9.0,5,2,CA 2144,46.9,,Southampton
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,31.0,0,0,239854,0.0,,Southampton
483,0,3,"Rouse, Mr. Richard Henry",male,50.0,0,0,A/5 3594,8.05,,Southampton
484,1,3,"Turkula, Mrs. (Hedwig)",female,63.0,0,0,4134,9.5875,,Southampton
485,1,1,"Bishop, Mr. Dickinson H",male,25.0,1,0,11967,91.0792,B49,Cherbourg
486,0,3,"Lefebre, Miss. Jeannie",female,28.0,3,1,4133,25.4667,,Southampton
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35.0,1,0,19943,90.0,C93,Southampton
488,0,1,"Kent, Mr. Edward Austin",male,58.0,0,0,11771,29.7,B37,Cherbourg
489,0,3,"Somerton, Mr. Francis William",male,30.0,0,0,A.5. 18509,8.05,,Southampton
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9.0,1,1,C.A. 37671,15.9,,Southampton
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,31.0,1,0,65304,19.9667,,Southampton
492,0,3,"Windelov, Mr. Einar",male,21.0,0,0,SOTON/OQ 3101317,7.25,,Southampton
493,0,1,"Molson, Mr. Harry Markland",male,55.0,0,0,113787,30.5,C30,Southampton
494,0,1,"Artagaveytia, Mr. Ramon",male,71.0,0,0,PC 17609,49.5042,,Cherbourg
495,0,3,"Stanley, Mr. Edward Roland",male,21.0,0,0,A/4 45380,8.05,,Southampton
496,0,3,"Yousseff, Mr. Gerious",male,31.0,0,0,2627,14.4583,,Cherbourg
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54.0,1,0,36947,78.2667,D20,Cherbourg
498,0,3,"Shellard, Mr. Frederick William",male,31.0,0,0,C.A. 6212,15.1,,Southampton
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25.0,1,2,113781,151.55,C22 C26,Southampton
500,0,3,"Svensson, Mr. Olof",male,24.0,0,0,350035,7.7958,,Southampton
501,0,3,"Calic, Mr. Petar",male,17.0,0,0,315086,8.6625,,Southampton
502,0,3,"Canavan, Miss. Mary",female,21.0,0,0,364846,7.75,,Queenstone
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,28.0,0,0,330909,7.6292,,Queenstone
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37.0,0,0,4135,9.5875,,Southampton
505,1,1,"Maioni, Miss. Roberta",female,16.0,0,0,110152,86.5,B79,Southampton
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18.0,1,0,PC 17758,108.9,C65,Cherbourg
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33.0,0,2,26360,26.0,,Southampton
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,31.0,0,0,111427,26.55,,Southampton
509,0,3,"Olsen, Mr. Henry Margido",male,28.0,0,0,C 4001,22.525,,Southampton
510,1,3,"Lang, Mr. Fang",male,26.0,0,0,1601,56.4958,,Southampton
511,1,3,"Daly, Mr. Eugene Patrick",male,29.0,0,0,382651,7.75,,Queenstone
512,0,3,"Webber, Mr. James",male,31.0,0,0,SOTON/OQ 3101316,8.05,,Southampton
513,1,1,"McGough, Mr. James Robert",male,36.0,0,0,PC 17473,26.2875,E25,Southampton
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54.0,1,0,PC 17603,59.4,,Cherbourg
515,0,3,"Coleff, Mr. Satio",male,24.0,0,0,349209,7.4958,,Southampton
516,0,1,"Walker, Mr. William Anderson",male,47.0,0,0,36967,34.0208,D46,Southampton
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34.0,0,0,C.A. 34260,10.5,F33,Southampton
518,0,3,"Ryan, Mr. Patrick",male,31.0,0,0,371110,24.15,,Queenstone
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36.0,1,0,226875,26.0,,Southampton
520,0,3,"Pavlovic, Mr. Stefo",male,32.0,0,0,349242,7.8958,,Southampton
521,1,1,"Perreault, Miss. Anne",female,30.0,0,0,12749,93.5,B73,Southampton
522,0,3,"Vovk, Mr. Janko",male,22.0,0,0,349252,7.8958,,Southampton
523,0,3,"Lahoud, Mr. Sarkis",male,31.0,0,0,2624,7.225,,Cherbourg
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44.0,0,1,111361,57.9792,B18,Cherbourg
525,0,3,"Kassem, Mr. Fared",male,31.0,0,0,2700,7.2292,,Cherbourg
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,7.75,,Queenstone
527,1,2,"Ridsdale, Miss. Lucy",female,50.0,0,0,W./C. 14258,10.5,,Southampton
528,0,1,"Farthing, Mr. John",male,31.0,0,0,PC 17483,221.7792,C95,Southampton
529,0,3,"Salonen, Mr. Johan Werner",male,39.0,0,0,3101296,7.925,,Southampton
530,0,2,"Hocking, Mr. Richard George",male,23.0,2,1,29104,11.5,,Southampton
531,1,2,"Quick, Miss. Phyllis May",female,2.0,1,1,26360,26.0,,Southampton
532,0,3,"Toufik, Mr. Nakli",male,31.0,0,0,2641,7.2292,,Cherbourg
533,0,3,"Elias, Mr. Joseph Jr",male,17.0,1,1,2690,7.2292,,Cherbourg
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,28.0,0,2,2668,22.3583,,Cherbourg
535,0,3,"Cacic, Miss. Marija",female,30.0,0,0,315084,8.6625,,Southampton
536,1,2,"Hart, Miss. Eva Miriam",female,7.0,0,2,F.C.C. 13529,26.25,,Southampton
537,0,1,"Butt, Major. Archibald Willingham",male,45.0,0,0,113050,26.55,B38,Southampton
538,1,1,"LeRoy, Miss. Bertha",female,30.0,0,0,PC 17761,106.425,,Cherbourg
539,0,3,"Risien, Mr. Samuel Beard",male,31.0,0,0,364498,14.5,,Southampton
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22.0,0,2,13568,49.5,B39,Cherbourg
541,1,1,"Crosby, Miss. Harriet R",female,36.0,0,2,WE/P 5735,71.0,B22,Southampton
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9.0,4,2,347082,31.275,,Southampton
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11.0,4,2,347082,31.275,,Southampton
544,1,2,"Beane, Mr. Edward",male,32.0,1,0,2908,26.0,,Southampton
545,0,1,"Douglas, Mr. Walter Donald",male,50.0,1,0,PC 17761,106.425,C86,Cherbourg
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64.0,0,0,693,26.0,,Southampton
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19.0,1,0,2908,26.0,,Southampton
548,1,2,"Padro y Manent, Mr. Julian",male,31.0,0,0,SC/PARIS 2146,13.8625,,Cherbourg
549,0,3,"Goldsmith, Mr. Frank John",male,33.0,1,1,363291,20.525,,Southampton
